name,name_normalized,score_dry,score_oily,score_combination,score_normal,score_sensitive,score_mature,score_pregnancy_safe,good_tags,avoid_tags,source,product_frequency,category,category_tr,description_tr,dry_effect,dry_reason_tr,oily_effect,oily_reason_tr,combination_effect,combination_reason_tr,normal_effect,normal_reason_tr,sensitive_effect,sensitive_reason_tr,mature_effect,mature_reason_tr,pregnancy_safe_effect,pregnancy_safe_reason_tr,score_acne_prone,acne_prone_effect,acne_prone_reason_tr
Red 33 (Ci 17200),red33ci17200,0,0,0,0,0,0,0,,,top1000,36,Skincare Ingredient,Renklendirici,"red 33 (ci 17200), formülasyona renk veren kozmetik pigment; ürünün görsel çekiciliğini artırır, cilt bakım faydası yoktur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Resorcinol,resorcinol,0,0,0,0,0,0,0,,,top1000,73,Skincare Ingredient,Cilt Bakım Bileşeni,"resorcinol, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Resveratrol,resveratrol,0,0,0,1,1,2,0,Fine Lines|Radiance|Redness,,manual_v2,0,Antioxidant,Antioksidan,Üzüm kabuğu ve kırmızı şarapta bulunan güçlü polifenol; antioksidan ve anti-inflamatuar etkileriyle hücreleri çevresel hasara karşı korur ve yaşlanma belirtilerini geciktirmeye yardımcı olur.,neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,Üzüm kabuğu ve kırmızı şarapta bulunan güçlü polifenol; antioksidan ve anti-inflamatuar etkileriyle hücreleri çevresel h,neutral,,,,
Retinol,retinol,0,2,1,1,-2,4,-2,Fine Lines|Wrinkles|Acne|Pigmentation|Texture,Sensitive|Pregnancy,manual_v2,34,Retinoid,Retinoid (A Vitamini),"Altın standart anti-aging aktifi; hücre yenilenmesini hızlandırır, kolajen üretimini artırır, ince çizgi ve kırışıklıkları azaltır, cilt tonunu eşitler, ancak başlangıçta tahriş ve soyulma yapabilir.",neutral,,beneficial,"Altın standart anti-aging aktifi; hücre yenilenmesini hızlandırır, kolajen üretimini artırır, ince çizgi ve kırışıklıkla",neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",beneficial,"Altın standart anti-aging aktifi; hücre yenilenmesini hızlandırır, kolajen üretimini artırır, ince çizgi ve kırışıklıkla",caution,"Hamilelikte kullanımı önerilmez, doktorunuza danışın",,,
Retinyl Palmitate,retinylpalmitate,0,1,1,1,0,2,-2,Fine Lines|Wrinkles|Texture,Pregnancy,manual_v2,123,Retinoid,Retinoid (Hafif A Vitamini),"Retinolün daha nazik esterleri; ciltte retinole dönüşerek benzer ama daha yumuşak anti-aging etki gösterir, retinol hassasiyeti yaşayanlar için iyi bir başlangıç noktasıdır.",neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,"Retinolün daha nazik esterleri; ciltte retinole dönüşerek benzer ama daha yumuşak anti-aging etki gösterir, retinol hass",caution,"Hamilelikte kullanımı önerilmez, doktorunuza danışın",,,
Rhamnose,rhamnose,1,0,0,0,1,3,0,Fine Lines|Wrinkles|Elasticity,,manual_v2,48,Skincare Ingredient,Anti-aging Şeker,"Bitkisel kaynaklı deoksi şeker; dermatolojik çalışmalarda cildin kendini yenileme sürecini hızlandırdığı ve dermis kalınlığını artırdığı gösterilmiştir, anti-aging formülasyonlarda değerli bir aktiftir.",neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,Bitkisel kaynaklı deoksi şeker; dermatolojik çalışmalarda cildin kendini yenileme sürecini hızlandırdığı ve dermis kalın,neutral,,,,
Rhus Succedanea Fruit Wax,rhussuccedaneafruitwax,1,0,0,0,0,0,0,,,manual_v2,0,Emollient,Bitkisel Vaks (Japon Mumu),"Japon mum ağacının meyvesinden elde edilen doğal vaks; ciltte koruyucu ve yumuşatıcı tabaka oluşturur, formülasyona zengin kıvam kazandırır ve nem kaybını önler.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Rice Amino Acids,riceaminoacids,1,0,0,0,0,0,0,Dry and dehydrated skin,,manual_v2,0,Skincare Ingredient,Amino Asit (Pirinç Türevi),"Pirinçten elde edilen amino asit karışımı; cildin doğal nem faktörünü (NMF) takviye eder, nemlendirme sağlar ve bariyer fonksiyonunu destekler.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Rice SH-Oligopeptide-1,ricesholigopeptide1,0,0,0,0,0,2,0,Fine Lines|Wrinkles,,manual_v2,0,Peptide,Peptit (Pirinç Türevi),"Pirinçten elde edilen büyüme faktörü benzeri oligopeptit; hücre yenilenmesini uyarır, cilt onarımını destekler ve yaşlanma karşıtı formülasyonlarda kullanılır.",neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,"Pirinçten elde edilen büyüme faktörü benzeri oligopeptit; hücre yenilenmesini uyarır, cilt onarımını destekler ve yaşlan",neutral,,,,
Ricinus Communis (Castor) Seed Oil,ricinuscommuniscastorseedoil,2,-1,0,1,0,1,0,Dry and dehydrated skin,Oily,top1000,95,Oil / Lipid,Bitkisel Yağ,"ricinus communis (castor) seed oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariyerini güçlendirir ve yumuşatıcı etki sağlar.",beneficial,"ricinus communis (castor) seed oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, n",caution,Gözenekleri tıkayabilir veya yağlanmayı artırabilir,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Ricinus Communis Seed Oil,ricinuscommunisseedoil,2,-1,0,1,0,1,0,Dry and dehydrated skin,Oily,top1000,141,Oil / Lipid,Bitkisel Yağ,"ricinus communis seed oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariyerini güçlendirir ve yumuşatıcı etki sağlar.",beneficial,"ricinus communis seed oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariye",caution,Gözenekleri tıkayabilir veya yağlanmayı artırabilir,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Rosa Canina Fruit Extract,rosacaninafruitextract,1,0,0,1,0,2,0,Radiance|Pigmentation|Fine Lines,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Kuşburnu),"Kuşburnu meyvesinden elde edilen C vitamini ve karatenoid bakımından zengin ekstrakt; cilt tonunu aydınlatır, antioksidan koruma sağlar ve cildin yenilenme sürecini destekler.",neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,"Kuşburnu meyvesinden elde edilen C vitamini ve karatenoid bakımından zengin ekstrakt; cilt tonunu aydınlatır, antioksida",neutral,,,,
Rosa Canina Fruit Oil,rosacaninafruitoil,2,-1,0,1,0,1,0,Dry and dehydrated skin,Oily,top1000,87,Oil / Lipid,Bitkisel Yağ,"rosa canina fruit oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariyerini güçlendirir ve yumuşatıcı etki sağlar.",beneficial,"rosa canina fruit oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariyerini",caution,Gözenekleri tıkayabilir veya yağlanmayı artırabilir,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Rosa Damascena Flower Water,rosadamascenaflowerwater,1,0,0,0,0,0,0,,,top1000,39,Botanical Extract,Bitkisel Ekstrakt,"rosa damascena flower water, bitkisel kaynaklı aktif ekstrakt; antioksidan, yatıştırıcı veya besleyici özellikler taşıyabilir ve formülasyona doğal etkinlik katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Rosehip Oil,rosehipoil,2,0,0,1,0,2,0,Dry and dehydrated skin|Fine Lines|Pigmentation|Radiance,,manual_v2,0,Oil / Lipid,Bitkisel Yağ (Kuşburnu),"A vitamini (retinol) ve esansiyel yağ asitleri bakımından zengin kuşburnu yağı; cilt tonunu aydınlatır, hücre yenilenmesini destekler, iz ve leke görünümünü azaltır.",beneficial,"A vitamini (retinol) ve esansiyel yağ asitleri bakımından zengin kuşburnu yağı; cilt tonunu aydınlatır, hücre yenilenmes",neutral,,neutral,,neutral,,neutral,,beneficial,"A vitamini (retinol) ve esansiyel yağ asitleri bakımından zengin kuşburnu yağı; cilt tonunu aydınlatır, hücre yenilenmes",neutral,,,,
Rosmarinus Officinalis (Rosemary) Leaf Extract,rosmarinusofficinalisrosemaryleafextract,1,0,0,0,0,0,0,,,top1000,78,Botanical Extract,Bitkisel Ekstrakt,"rosmarinus officinalis (rosemary) leaf extract, bitkisel kaynaklı aktif ekstrakt; antioksidan, yatıştırıcı veya besleyici özellikler taşıyabilir ve formülasyona doğal etkinlik katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Rosmarinus Officinalis (Rosemary) Leaf Oil,rosmarinusofficinalisrosemaryleafoil,1,0,0,0,0,0,0,,,top1000,40,Botanical Extract,Bitkisel Ekstrakt,"rosmarinus officinalis (rosemary) leaf oil, bitkisel kaynaklı aktif ekstrakt; antioksidan, yatıştırıcı veya besleyici özellikler taşıyabilir ve formülasyona doğal etkinlik katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Rosmarinus Officinalis Leaf Extract,rosmarinusofficinalisleafextract,1,0,0,0,0,0,0,,,top1000,100,Botanical Extract,Bitkisel Ekstrakt,"rosmarinus officinalis leaf extract, bitkisel kaynaklı aktif ekstrakt; antioksidan, yatıştırıcı veya besleyici özellikler taşıyabilir ve formülasyona doğal etkinlik katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Rosmarinus Officinalis Leaf Oil,rosmarinusofficinalisleafoil,1,0,0,0,0,0,0,,,top1000,37,Botanical Extract,Bitkisel Ekstrakt,"rosmarinus officinalis leaf oil, bitkisel kaynaklı aktif ekstrakt; antioksidan, yatıştırıcı veya besleyici özellikler taşıyabilir ve formülasyona doğal etkinlik katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Saccharide Isomerate,saccharideisomerate,3,0,1,1,1,1,0,Dry and dehydrated skin|Anyone,,manual_v2,0,Humectant,Nemlendirici (Pentavitin),"Cildin doğal karbonhidrat yapısına bağlanan patentli nemlendirici; 72 saate kadar kesintisiz nemlendirme sağladığı klinik çalışmalarla gösterilmiş, yıkansa bile ciltte kalır.",beneficial,Cildin doğal karbonhidrat yapısına bağlanan patentli nemlendirici; 72 saate kadar kesintisiz nemlendirme sağladığı klini,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Saccharin,saccharin,0,0,0,0,0,0,0,,,top1000,34,Skincare Ingredient,Cilt Bakım Bileşeni,"saccharin, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Saccharomyces Lysate Extract,saccharomyceslysateextract,1,0,0,1,1,2,0,Impaired skin barrier|Fine Lines,,manual_v2,0,Prebiotic / Probiotic,Maya Lizat Ekstrakt,"Saccharomyces mayasının lizat ekstresi; B vitaminleri ve beta-glukan içerir, cildin bağışıklık yanıtını destekler ve UV hasarı sonrası onarım sürecini hızlandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,"Saccharomyces mayasının lizat ekstresi; B vitaminleri ve beta-glukan içerir, cildin bağışıklık yanıtını destekler ve UV ",neutral,,,,
Saccharum Officinarum Extract,saccharumofficinarumextract,0,1,1,0,-1,1,0,Texture|Radiance,Sensitive,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Şeker Kamışı - Doğal AHA),"Şeker kamışından elde edilen doğal glikolik asit kaynağı; nazik peeling etkisi gösterir, cilt tonunu aydınlatır ve ölü deri hücrelerinin dökülmesini destekler.",neutral,,neutral,,neutral,,neutral,,caution,Hassas ciltte tahriş yapabilir,neutral,,neutral,,,,
Salicylic Acid,salicylicacid,-2,8,4,0,-2,0,-2,Acne|Blackheads|Enlarged Pores|Oily,Sensitive|Impaired skin barrier|Pregnancy,manual_v2,619,Exfoliant (BHA),Peeling Asidi (BHA),"Yağda çözünür beta hidroksi asit; gözeneklerin derinlerine inerek siyah nokta ve akneye neden olan tıkanıklıkları temizler, iltihaplanmayı azaltır ve yağ üretimini dengelemeye yardımcı olur.",caution,"Kurutucu etki yapabilir, nemlendiriciyle birlikte kullanılmalı",beneficial,Yağda çözünür beta hidroksi asit; gözeneklerin derinlerine inerek siyah nokta ve akneye neden olan tıkanıklıkları temizl,beneficial,Yağda çözünür beta hidroksi asit; gözeneklerin derinlerine inerek siyah nokta ve akneye neden olan tıkanıklıkları temizl,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,caution,"Hamilelikte kullanımı önerilmez, doktorunuza danışın",,,
Salix Alba Bark Extract,salixalbabarkextract,0,3,2,0,0,0,-1,Acne|Blackheads|Enlarged Pores|Texture,Pregnancy,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Söğüt Kabuğu),"Beyaz söğüt kabuğundan elde edilen doğal salisilik asit kaynağı; nazik peeling etkisi gösterir, gözenekleri temizler ve anti-inflamatuar özellik taşır, sentetik BHA'ya göre daha yumuşak etki profili sunar.",neutral,,beneficial,"Beyaz söğüt kabuğundan elde edilen doğal salisilik asit kaynağı; nazik peeling etkisi gösterir, gözenekleri temizler ve ",beneficial,"Beyaz söğüt kabuğundan elde edilen doğal salisilik asit kaynağı; nazik peeling etkisi gösterir, gözenekleri temizler ve ",neutral,,neutral,,neutral,,caution,"Hamilelikte önerilmez, doktora danışın",,,
Salix Purpurea Bark Extract,salixpurpureabarkextract,0,2,1,0,0,0,0,Acne|Enlarged Pores|Texture,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Mor Söğüt),"Mor söğüt kabuğundan elde edilen doğal salisilik asit kaynağı; gözenekleri nazikçe temizler, yağ üretimini dengelemeye yardımcı olur ve anti-inflamatuar etki gösterir.",neutral,,beneficial,"Mor söğüt kabuğundan elde edilen doğal salisilik asit kaynağı; gözenekleri nazikçe temizler, yağ üretimini dengelemeye y",neutral,,neutral,,neutral,,neutral,,neutral,,,,
Salvia Officinalis (Sage) Leaf Extract,salviaofficinalissageleafextract,0,2,1,0,0,0,0,Oily|Enlarged Pores|Acne,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Adaçayı),"Adaçayı yaprağından elde edilen antimikrobiyal ve astrenjan ekstrakt; yağ üretimini dengelemeye yardımcı olur, gözenekleri sıkılaştırır ve antioksidan koruma sağlar.",neutral,,beneficial,"Adaçayı yaprağından elde edilen antimikrobiyal ve astrenjan ekstrakt; yağ üretimini dengelemeye yardımcı olur, gözenekle",neutral,,neutral,,neutral,,neutral,,neutral,,,,
Salvia Officinalis Leaf Extract,salviaofficinalisleafextract,1,0,0,0,0,0,0,,,top1000,45,Botanical Extract,Bitkisel Ekstrakt,"salvia officinalis leaf extract, bitkisel kaynaklı aktif ekstrakt; antioksidan, yatıştırıcı veya besleyici özellikler taşıyabilir ve formülasyona doğal etkinlik katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Savon,savon,0,0,0,0,0,0,0,,,top1000,29,Skincare Ingredient,Cilt Bakım Bileşeni,"savon, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Sclerotium Gum,sclerotiumgum,0,0,0,0,0,0,0,,,top1000,69,Skincare Ingredient,Cilt Bakım Bileşeni,"sclerotium gum, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Scutellaria Baicalensis Root Extract,scutellariabaicalensisrootextract,0,1,0,1,2,1,0,Redness|Acne|Impaired skin barrier,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Çin Kaside),"Geleneksel Çin tıbbında kullanılan kaside bitkisinin kök ekstresi; baikalein ve baikalin flavonoidleri sayesinde güçlü anti-inflamatuar, antioksidan ve antimikrobiyal etki gösterir, hassas ve akneye eğilimli cildi yatıştırır.",neutral,,neutral,,neutral,,neutral,,beneficial,Geleneksel Çin tıbbında kullanılan kaside bitkisinin kök ekstresi; baikalein ve baikalin flavonoidleri sayesinde güçlü a,neutral,,neutral,,,,
Sea Salt,seasalt,0,0,0,0,0,0,0,,,top1000,42,Skincare Ingredient,Cilt Bakım Bileşeni,"sea salt, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Serine,serine,1,0,0,0,0,0,0,Dry and dehydrated skin,,top1000,103,Skincare Ingredient,Amino Asit / Protein,"serine, cildin yapısal proteinlerini ve doğal nem faktörünü destekleyen amino asit veya protein bileşeni; nem tutmaya ve bariyer fonksiyonuna katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Sesamum Indicum (Sesame) Seed Oil,sesamumindicumsesameseedoil,2,-1,0,1,0,1,0,Dry and dehydrated skin,Oily,top1000,49,Oil / Lipid,Bitkisel Yağ,"sesamum indicum (sesame) seed oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariyerini güçlendirir ve yumuşatıcı etki sağlar.",beneficial,"sesamum indicum (sesame) seed oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, ne",caution,Gözenekleri tıkayabilir veya yağlanmayı artırabilir,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Shea Butter,sheabutter,3,-1,0,1,1,1,0,Dry and dehydrated skin|Impaired skin barrier,Oily,manual_v2,41,Emollient,Yumuşatıcı (Shea Yağı),"Afrika shea ağacının meyvesinden elde edilen zengin yumuşatıcı; yağ asitleri, vitaminler ve fitosterollerle dolu olup cildi derinden besler, nem bariyerini onarır ve anti-inflamatuar etki gösterir.",beneficial,"Afrika shea ağacının meyvesinden elde edilen zengin yumuşatıcı; yağ asitleri, vitaminler ve fitosterollerle dolu olup ci",caution,Gözenekleri tıkayabilir veya yağlanmayı artırabilir,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Silica,silica,0,2,1,0,0,0,0,Texture|Enlarged Pores|Oily,,manual_v2,816,Mineral,Mineral,Ciltte fazla yağı emerek mat bir görünüm sağlayan mineral bileşen; gözeneklerin daha ince görünmesine yardımcı olur ve formülasyona ipeksi bir doku katar.,neutral,,beneficial,Ciltte fazla yağı emerek mat bir görünüm sağlayan mineral bileşen; gözeneklerin daha ince görünmesine yardımcı olur ve f,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Silica Dimethyl Silylate,silicadimethylsilylate,0,1,0,0,0,0,0,,,top1000,91,Mineral,Mineral,"silica dimethyl silylate, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Silica Dimethyl Silylate [Nano] / Silica Dimethyl Silylate,silicadimethylsilylatenanosilicadimethylsilylate,0,1,0,0,0,0,0,,,top1000,31,Mineral,Mineral,"silica dimethyl silylate [nano] / silica dimethyl silylate, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Silica Silylate,silicasilylate,0,1,0,0,0,0,0,,,top1000,55,Mineral,Mineral,"silica silylate, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Silybum Marianum (Lady's Thistle) Extract,silybummarianumladysthistleextract,0,0,0,1,1,1,0,Redness|Radiance,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Deve Dikeni),Deve dikeninden elde edilen silimarin bakımından zengin ekstrakt; güçlü antioksidan ve anti-inflamatuar özellikleriyle cildi çevresel hasara karşı korur ve kızarıklığı yatıştırır.,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Simethicone,simethicone,1,0,0,0,0,0,0,,,top1000,32,Skincare Ingredient,Cilt Bakım Bileşeni,"simethicone, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Simmondsia Chinensis (Jojoba) Seed Oil,simmondsiachinensisjojobaseedoil,2,-1,0,1,0,1,0,Dry and dehydrated skin,Oily,top1000,185,Oil / Lipid,Bitkisel Yağ,"simmondsia chinensis (jojoba) seed oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariyerini güçlendirir ve yumuşatıcı etki sağlar.",beneficial,"simmondsia chinensis (jojoba) seed oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besle",caution,Gözenekleri tıkayabilir veya yağlanmayı artırabilir,neutral,,neutral,,neutral,,neutral,,neutral,,,,
