name,name_normalized,short_description,score_dry,score_oily,score_combination,score_normal,score_sensitive,score_mature,score_pregnancy_safe,good_tags,avoid_tags,source,product_frequency,category,category_tr,description_tr,dry_effect,dry_reason_tr,dry_reason_en,oily_effect,oily_reason_tr,oily_reason_en,combination_effect,combination_reason_tr,combination_reason_en,normal_effect,normal_reason_tr,normal_reason_en,sensitive_effect,sensitive_reason_tr,sensitive_reason_en,mature_effect,mature_reason_tr,mature_reason_en,pregnancy_safe_effect,pregnancy_safe_reason_tr,pregnancy_safe_reason_en
Huang qi,huangqi,"Rating: Good. Categories: Antioxidants, Plant Extracts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
Humectants,humectants,"Humectants are a hydrophilic (water-loving) family of ingredients. They can also be known as disodium acetyl glucosamine phosphate or saccharide isomerate and are able to attract water towards them via charges between the molecules. They are therefore brilliant hydrators, and are able to plump out fine lines and wrinkles via surface hydration to provide an anti-ageing effect.",5.0,0.0,1.0,2.0,3.0,3.0,1.0,Dry and dehydrated skin|Fine Lines|Impaired skin barrier|Radiance|Pregnancy|Texture,,original,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,beneficial,Genel cilt sağlığını destekler,Supports overall skin health,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,beneficial,Yaşlanma karşıtı faydalı bileşen,Beneficial anti-aging ingredient,neutral,,
Humulus lupulus extract,humuluslupulusextract,"Rating: Average. Categories: Plant Extracts, Antioxidants",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
Hydnocarpus anthelmintica,hydnocarpusanthelmintica,"Rating: Poor. Categories: Plant Extracts, Sensitizing",-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,,Sensitizing,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
Hydrastis canadenis,hydrastiscanadenis,"Rating: Poor. Categories: Plant Extracts, Sensitizing",-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,,Sensitizing,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
Hydrolyzed F-Fucoidan,hydrolyzedffucoidan,"Hydrolyzed f-fucoidan is derived from various species of algae and is comprised of sulfated esters of fucose.

It is in the class of Algae Extract which also include ahnfeltia concinna extract, alaria esculenta extract, algae exopolysaccharides, algin, alteromonas ferment extract, alteromonas ferment extract, ascophyllum nodosum extract, asparagopsis armata extract, chlorella protothecoides, chlorella vulgaris extract, dunaliella salina (green algae) extract, laminaria ochroleuca (kelp) extract, macrocystis pyrifera (kelp) extract and marine extract.",2.0,0.0,0.0,0.0,1.0,4.0,1.0,Dry and dehydrated skin|Fine Lines|Pregnancy|Wrinkles,,original,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Yaşlanma karşıtı faydalı bileşen,Beneficial anti-aging ingredient,neutral,,
Hydrolyzed Pumpkin Seedcake,hydrolyzedpumpkinseedcake,"Hydrolyzed pumpkin seedcake is a protein derived from pumpkin seeds. It is a very good source of Vitamin E and key fatty acids, which protects the skin from excess water loss, as well as to support healthy skin functioning.",4.0,0.0,1.0,1.0,5.0,3.0,1.0,Dry and dehydrated skin|Elasticity|Fine Lines|Impaired skin barrier|Redness|Pregnancy|Texture,,original,0,Oil / Lipid,Yağ / Lipit,Cildi besleyen yağ/lipit bileşeni,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,beneficial,Yaşlanma karşıtı faydalı bileşen,Beneficial anti-aging ingredient,neutral,,
Hydroxypinacolone Retinoate,hydroxypinacoloneretinoate,"Hydroxypinacolone Retinoate (HPR) is a part of the vitamin A family of ingredients, and is classed as an ester of retinoic acid. This means it is able to bind directly with the retinoic acid receptors in our body, without the need for conversion first (a process all retinol derivatives undergo, which typically reduces their potency). 

Hydroxypinacolone retinoate is part of a family of ingredients also found on ingredients lists as retinol, retinaldehyde, Retinoic acid (aka tretinoin), encapsulated retinaldehyde, retinyl palmitate, retinyl propionate or retinyl retinoate (8x more powerful than retinol).",1.0,5.0,4.0,3.0,-4.0,7.0,-2.0,Acne|Blackheads|Elasticity|Enlarged Pores|Fine Lines|Pigmentation|Radiance|Texture|Wrinkles,Pregnancy|Sensitive|Impaired skin barrier,original,17,Retinoid,Retinoid,Hücre yenilenmesini hızlandıran A vitamini türevi,neutral,,,beneficial,Yağlı cilt için faydalı bileşen,Beneficial for oily skin,beneficial,Karma cilt için faydalı bileşen,Beneficial for combination skin,beneficial,Genel cilt sağlığını destekler,Supports overall skin health,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",beneficial,Yaşlanma karşıtı faydalı bileşen,Beneficial anti-aging ingredient,caution,"Hamilelikte kullanımı önerilmez, doktorunuza danışın","Not recommended during pregnancy, consult your doctor"
Hypericum extract,hypericumextract,"Rating: Good. Categories: Antioxidants, Sensitizing, Plant Extracts",-1.0,0.0,0.0,1.0,-2.0,0.0,0.0,,Sensitizing,noxmoon,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
Ilex paraguariensis,ilexparaguariensis,"Rating: Best. Categories: Skin-Soothing, Antioxidants",1.0,0.0,0.0,1.0,2.0,0.0,0.0,,,noxmoon,2,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
Illicium vernum,illiciumvernum,"Rating: Poor. Categories: Antioxidants, Sensitizing, Fragrance: Synthetic and Fragrant Plant Extracts",-1.0,0.0,0.0,1.0,-4.0,0.0,0.0,,Sensitizing,noxmoon,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
Indian Gooseberry,indiangooseberry,"Indian gooseberry (also known as amla) has one of the highest concentrations of any fruit, of antioxidants such as gallic acid and  quercetin. Studies have also shown this fruit to have great results in reducing signs of sensitivity and redness.",0.0,0.0,0.0,0.0,2.0,0.0,1.0,Redness|Pregnancy,,original,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
Inula helenium,inulahelenium,"Rating: Poor. Categories: Plant Extracts, Sensitizing",-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,,Sensitizing,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
Iris florentina extract,irisflorentinaextract,"Rating: Poor. Categories: Plant Extracts, Fragrance: Synthetic and Fragrant Plant Extracts, Sensitizing",-1.0,0.0,0.0,0.0,-4.0,0.0,0.0,,Sensitizing,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
Irish moss extract,irishmossextract,"Rating: Good. Categories: Antioxidants, Thickeners/Emulsifiers, Plant Extracts, Emollients, Texture Enhancer",1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
Isoleucine,isoleucine,"A branch-chained, essential amino acid that can be found in things like almond, cashew or soy protein.  In skincare, it is used in moisturising products and is found to be good for skin barrier defence. 

Amino acids are a class of ingredients. They can also be found on ingredients lists as acetyl glucosamine,acetyl tyrosinamide, alanine, arginine hcl, histidine, arginine pca, leucine, lysine, phenylalanine, proline, serine, taurine, threonine and valine and yeast amino acids.",3.0,0.0,1.0,1.0,1.0,0.0,1.0,Dry and dehydrated skin|Pregnancy|Texture,,original,17,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
Japan wax,japanwax,"Rating: Good. Categories: Thickeners/Emulsifiers, Emollients, Texture Enhancer",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
Jasminium grandiflorum,jasminiumgrandiflorum,"Rating: Poor. Categories: Plant Extracts, Sensitizing, Fragrance: Synthetic and Fragrant Plant Extracts",-1.0,0.0,0.0,0.0,-4.0,0.0,0.0,,Sensitizing,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
Jeju Green Tea Water,jejugreenteawater,"Jeju green tea water works to hydrate the skin, whilst offering antioxidant protection through the high concentration of polyphenols present in the green tea.",3.0,0.0,1.0,1.0,3.0,0.0,1.0,Dry and dehydrated skin|Redness|Pregnancy|Texture,,original,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
Jojoba Beads,jojobabeads,"Jojoba beads are spherical exfoliating particles made from jojoba oil, a natural liquid wax obtained from the seeds of the jojoba plant (Simmondsia chinensis). These beads are used in skincare for their gentle exfoliating and skin-smoothing properties.",2.0,0.0,1.0,2.0,0.0,1.0,1.0,Radiance|Pregnancy|Texture,,original,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,beneficial,Genel cilt sağlığını destekler,Supports overall skin health,neutral,,,neutral,,,neutral,,
Jojoba Oil,jojobaoil,"Jojoba oil, also known as hydrogenated jojoba oil or simmondsia chinensis (jojoba) seed oil, is a natural oil from the jojoba plant. It is structurally similar to our skin's natural sebum (oil), so absorbs very well into the skin and doesn't clog the pores. It is fantastic for nourishing the skin and is naturally high in fatty acids, antioxidants and vitamins to optimise skin barrier health.",5.0,0.0,1.0,2.0,3.0,1.0,1.0,Dry and dehydrated skin|Impaired skin barrier|Radiance|Pregnancy|Texture,,original,10,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,beneficial,Genel cilt sağlığını destekler,Supports overall skin health,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
Ju hua,juhua,"Rating: Good. Categories: Skin-Soothing, Plant Extracts",1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
Juniperus communis,juniperuscommunis,"Rating: Poor. Categories: Skin-Soothing, Sensitizing, Plant Extracts",0.0,0.0,0.0,0.0,-1.0,0.0,0.0,,Sensitizing,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
Kathon CG,kathoncg,"Rating: Poor. Categories: Preservatives, Sensitizing",-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,,Sensitizing,noxmoon,0,Preservative,Koruyucu,Ürünün raf ömrünü uzatan koruyucu madde,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
Kigelia africana extract,kigeliaafricanaextract,"Rating: Average. Categories: Skin-Soothing, Antioxidants, Plant Extracts",1.0,0.0,0.0,1.0,2.0,0.0,0.0,,,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
Kojic Acid,kojicacid,"Kojic acid is produced naturally in a number of plant species, such as mushrooms, and is also a by-product of the fermentation process of soy and rice wine. It is used in cosmetics for its ability to target hyperpigmentation, and works by inhibiting the enzyme tyrosinase, which is involved in producing the pigment in our skin, known as melanin. A reduction in the activity of this enzyme helps to minimise the overproduction of melanin, and help reduce areas of hyperpigmentation.",1.0,1.0,1.0,2.0,0.0,2.0,1.0,Pigmentation|Post Blemish Marks|Radiance|Pregnancy,,original,14,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,beneficial,Genel cilt sağlığını destekler,Supports overall skin health,neutral,,,beneficial,Yaşlanma karşıtı faydalı bileşen,Beneficial anti-aging ingredient,neutral,,
Kola Seed Extract,kolaseedextract,"Kola seed extract is derived from the seeds of the kola nut tree, and is used in skincare for its potential skin-toning, and antioxidant properties.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,Pregnancy,,original,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
L-Ascorbic Acid,lascorbicacid,"Part of the Vitamin C family of ingredients, L-ascorbic acid is Vitamin C in its purest form, and the active form required by the body to result in the many skin skin benefits of Vitamin C. The issue with L-ascorbic acid is in the delivery, as it is very unstable in water, and needs a pH 4 or below for it to penetrate the skin. That being said, when it can be stabilised in a formula and is able to penetrate the skin, it provides the highest potency of any form of Vitamin C currently available.

Vitamin C can also be found on ingredients lists as ascorbic acid, ascorbyl glucoside, ascorbyl palmitate, ethyl ascorbic acid, magnesium ascorbyl phosphate, sodium ascorbyl phosphate and tetrahexyldecyl ascorbate.",-2.0,0.0,0.0,2.0,-4.0,7.0,1.0,Elasticity|Fine Lines|Pigmentation|Radiance|Pregnancy|Wrinkles,Sensitive|Dry Dehydrated|Impaired skin barrier,original,11,Vitamin C,C Vitamini,Aydınlatıcı ve antioksidan C vitamini türevi,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,beneficial,Genel cilt sağlığını destekler,Supports overall skin health,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",beneficial,Yaşlanma karşıtı faydalı bileşen,Beneficial anti-aging ingredient,neutral,,
L-Carnitine,lcarnitine,"Carnitine is a naturally occurring amino acid derivative found in the body. In skincare, L-Carnitine is used for its potential skin-soothing, antioxidant, and revitalizing properties.",0.0,5.0,3.0,0.0,0.0,0.0,1.0,Acne|Blackheads|Enlarged Pores|Pregnancy,,original,1,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,beneficial,Yağlı cilt için faydalı bileşen,Beneficial for oily skin,beneficial,Karma cilt için faydalı bileşen,Beneficial for combination skin,neutral,,,neutral,,,neutral,,,neutral,,
L-cysteine,lcysteine,Rating: Good. Categories: Antioxidants,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
Lactic Acid,lacticacid,"Lactic acid is an alpha hydroxy acid (AHA), which occurs naturally in the body, as well as being found in dairy products, but is typically derived synthetically for cosmetics today. AHAs work by dissolving the keratin binding the outermost layer of skin cells, speeding up the skin’s natural exfoliation process. This leads to smoother, brighter, clearer skin, whilst reducing skin discolouration & fine lines/wrinkles with continued use. 

it is a family of ingredients also seen on ingredients lists as potassium lactate. ",3.0,5.0,4.0,3.0,-3.0,4.0,1.0,Acne|Blackheads|Dry and dehydrated skin|Enlarged Pores|Fine Lines|Pigmentation|Radiance|Pregnancy|Texture,Sensitive|Impaired skin barrier,original,357,Exfoliant (AHA),Peeling Asidi (AHA),Ölü deri hücrelerini temizleyen alfa hidroksi asit,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,beneficial,Yağlı cilt için faydalı bileşen,Beneficial for oily skin,beneficial,Karma cilt için faydalı bileşen,Beneficial for combination skin,beneficial,Genel cilt sağlığını destekler,Supports overall skin health,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",beneficial,Yaşlanma karşıtı faydalı bileşen,Beneficial anti-aging ingredient,neutral,,
