name,name_normalized,score_dry,score_oily,score_combination,score_normal,score_sensitive,score_mature,score_pregnancy_safe,good_tags,avoid_tags,source,product_frequency,category,category_tr,description_tr,dry_effect,dry_reason_tr,oily_effect,oily_reason_tr,combination_effect,combination_reason_tr,normal_effect,normal_reason_tr,sensitive_effect,sensitive_reason_tr,mature_effect,mature_reason_tr,pregnancy_safe_effect,pregnancy_safe_reason_tr
Glyceryl Stearate,glycerylstearate,1,0,0,0,0,0,0,,,top1000,1304,Skincare Ingredient,Emülgatör,"glyceryl stearate, yağ ve su fazlarını stabil bir şekilde bir arada tutan emülgatör; formülasyonun homojen yapısını korur ve kremsi doku oluşturur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Glyceryl Stearate Citrate,glycerylstearatecitrate,1,0,0,0,0,0,0,,,top1000,315,Skincare Ingredient,Emülgatör,"glyceryl stearate citrate, yağ ve su fazlarını stabil bir şekilde bir arada tutan emülgatör; formülasyonun homojen yapısını korur ve kremsi doku oluşturur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Glyceryl Stearate Se,glycerylstearatese,1,0,0,0,0,0,0,,,top1000,290,Skincare Ingredient,Emülgatör,"glyceryl stearate se, yağ ve su fazlarını stabil bir şekilde bir arada tutan emülgatör; formülasyonun homojen yapısını korur ve kremsi doku oluşturur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Glyceryl Undecylenate,glycerylundecylenate,0,0,0,0,0,0,0,,,top1000,50,Skincare Ingredient,Cilt Bakım Bileşeni,"glyceryl undecylenate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Glycine,glycine,1,0,0,0,0,0,0,Dry and dehydrated skin,,top1000,162,Skincare Ingredient,Amino Asit / Protein,"glycine, cildin yapısal proteinlerini ve doğal nem faktörünü destekleyen amino asit veya protein bileşeni; nem tutmaya ve bariyer fonksiyonuna katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Glycine Soja (Soybean) Oil,glycinesojasoybeanoil,1,0,0,0,0,0,0,Dry and dehydrated skin,,top1000,155,Skincare Ingredient,Amino Asit / Protein,"glycine soja (soybean) oil, cildin yapısal proteinlerini ve doğal nem faktörünü destekleyen amino asit veya protein bileşeni; nem tutmaya ve bariyer fonksiyonuna katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Glycine Soja Oil,glycinesojaoil,2,0,0,1,0,0,0,Dry and dehydrated skin,,manual_v2,0,Oil / Lipid,Bitkisel Yağ (Soya),"Soya fasulyesinden elde edilen omega yağ asitleri ve fitosterollar bakımından zengin yağ; cildi besler, nem bariyerini destekler ve antioksidan koruma sağlar.",beneficial,"Soya fasulyesinden elde edilen omega yağ asitleri ve fitosterollar bakımından zengin yağ; cildi besler, nem bariyerini d",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Glycine Soja Oil / Soybean Oil,glycinesojaoilsoybeanoil,1,0,0,0,0,0,0,Dry and dehydrated skin,,top1000,34,Skincare Ingredient,Amino Asit / Protein,"glycine soja oil / soybean oil, cildin yapısal proteinlerini ve doğal nem faktörünü destekleyen amino asit veya protein bileşeni; nem tutmaya ve bariyer fonksiyonuna katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Glycine Soja Sterols,glycinesojasterols,2,0,0,0,1,0,0,Dry and dehydrated skin|Impaired skin barrier,,manual_v2,0,Oil / Lipid,Fitosterol (Soya),"Soya bitkisinden elde edilen bitkisel steroller; cildin lipid bariyerine yapısal olarak benzer bileşenler içerir, bariyer onarımını destekler ve iltihaplanmayı azaltmaya yardımcı olur.",beneficial,"Soya bitkisinden elde edilen bitkisel steroller; cildin lipid bariyerine yapısal olarak benzer bileşenler içerir, bariye",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Glycol,glycol,2,0,0,0,0,0,0,Dry and dehydrated skin,,top1000,45,Humectant,Nemlendirici,"glycol, nemlendirici özellikli bileşen; ciltte nem tutarak hidrasyonu artırır ve kuruluğa bağlı gerginlik hissini azaltır.",beneficial,"glycol, nemlendirici özellikli bileşen; ciltte nem tutarak hidrasyonu artırır ve kuruluğa bağlı gerginlik hissini azaltı",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Glycol Distearate,glycoldistearate,1,0,0,0,0,0,0,Texture,,top1000,953,Emollient,Yumuşatıcı Ester,"glycol distearate, yağ asidi esteri; cildi yumuşatır, formülasyona hafif ve pürüzsüz bir doku kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Glycol Stearate,glycolstearate,1,0,0,0,0,0,0,Texture,,top1000,130,Emollient,Yumuşatıcı Ester,"glycol stearate, yağ asidi esteri; cildi yumuşatır, formülasyona hafif ve pürüzsüz bir doku kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Glycolic Acid,glycolicacid,1,6,3,1,-4,3,-2,Acne|Blackheads|Texture|Radiance|Fine Lines,Sensitive|Impaired skin barrier|Pregnancy,manual_v2,39,Exfoliant (AHA),Peeling Asidi (AHA),"En küçük moleküllü alfa hidroksi asit; ölü deri hücrelerini etkili şekilde temizleyerek cilt yenilenmesini hızlandırır, cilt tonunu eşitler ve ince çizgilerin görünümünü azaltır.",neutral,,beneficial,"En küçük moleküllü alfa hidroksi asit; ölü deri hücrelerini etkili şekilde temizleyerek cilt yenilenmesini hızlandırır, ",beneficial,"En küçük moleküllü alfa hidroksi asit; ölü deri hücrelerini etkili şekilde temizleyerek cilt yenilenmesini hızlandırır, ",neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",beneficial,"En küçük moleküllü alfa hidroksi asit; ölü deri hücrelerini etkili şekilde temizleyerek cilt yenilenmesini hızlandırır, ",caution,"Hamilelikte kullanımı önerilmez, doktorunuza danışın"
Glycyrrhetinic Acid,glycyrrhetinicacid,0,0,0,0,2,1,0,Redness|Impaired skin barrier,,manual_v2,0,Skincare Ingredient,Anti-inflamatuar (Meyan Kökü Türevi),"Meyan kökünden elde edilen güçlü anti-inflamatuar bileşen; kortizol benzeri etki mekanizmasıyla kızarıklığı ve tahrişi azaltır, cildin stres yanıtını düzenler, atopik dermatit ve rozasea semptomlarını hafifletir.",neutral,,neutral,,neutral,,neutral,,beneficial,Meyan kökünden elde edilen güçlü anti-inflamatuar bileşen; kortizol benzeri etki mekanizmasıyla kızarıklığı ve tahrişi a,neutral,,neutral,
Glycyrrhiza Glabra (Licorice) Root Extract,glycyrrhizaglabralicoricerootextract,1,0,0,0,0,0,0,,,top1000,40,Botanical Extract,Bitkisel Ekstrakt,"glycyrrhiza glabra (licorice) root extract, bitkisel kaynaklı aktif ekstrakt; antioksidan, yatıştırıcı veya besleyici özellikler taşıyabilir ve formülasyona doğal etkinlik katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Glycyrrhiza Glabra Root Extract,glycyrrhizaglabrarootextract,0,0,0,1,2,1,0,Pigmentation|Redness|Radiance,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Meyan Kökü),"Meyan kökünden elde edilen çok fonksiyonlu ekstrakt; glabridin ve glisirizin bileşenleriyle melanin üretimini düzenleyerek cilt tonunu aydınlatır, güçlü anti-inflamatuar etki gösterir ve hassas cildi yatıştırır.",neutral,,neutral,,neutral,,neutral,,beneficial,Meyan kökünden elde edilen çok fonksiyonlu ekstrakt; glabridin ve glisirizin bileşenleriyle melanin üretimini düzenleyer,neutral,,neutral,
Glycérine,glycrine,0,0,0,0,0,0,0,,,top1000,99,Skincare Ingredient,Cilt Bakım Bileşeni,"glycérine, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Green Tea Extract,greenteaextract,1,2,1,1,1,2,0,Acne|Redness|Fine Lines|Radiance|Oily,,manual_v2,0,Antioxidant,Antioksidan (Yeşil Çay),"Güçlü EGCG polifenolü içeren yeşil çay ekstresi; UV hasarına karşı korur, serbest radikalleri nötralize eder, iltihaplanmayı azaltır ve yağ üretimini dengelemeye yardımcı olur.",neutral,,beneficial,"Güçlü EGCG polifenolü içeren yeşil çay ekstresi; UV hasarına karşı korur, serbest radikalleri nötralize eder, iltihaplan",neutral,,neutral,,neutral,,beneficial,"Güçlü EGCG polifenolü içeren yeşil çay ekstresi; UV hasarına karşı korur, serbest radikalleri nötralize eder, iltihaplan",neutral,
Guar Hydroxypropyltrimonium Chloride,guarhydroxypropyltrimoniumchloride,0,0,0,0,0,0,0,,,top1000,739,Skincare Ingredient,Kıvam Artırıcı / Stabilizatör,"guar hydroxypropyltrimonium chloride, formülasyona kıvam ve stabilite kazandıran polimer; ürünün dokusunu iyileştirir ve bileşenlerin homojen dağılmasını sağlar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
HDI/Trimethylol Hexyllactone Crosspolymer,hditrimethylolhexyllactonecrosspolymer,0,0,0,0,0,0,0,Texture,,manual_v2,0,Skincare Ingredient,Film Oluşturucu / Doku Düzenleyici,"Elastik mikroküre polimer; ciltte pürüzsüz ve kadifemsi bir yüzey oluşturarak gözeneklerin ve ince çizgilerin optik görünümünü azaltır, makyaj bazı olarak ideal çalışır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Helianthus Annuus (Sunflower) Seed Oil,helianthusannuussunflowerseedoil,2,-1,0,1,0,1,0,Dry and dehydrated skin,Oily,top1000,350,Oil / Lipid,Bitkisel Yağ,"helianthus annuus (sunflower) seed oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariyerini güçlendirir ve yumuşatıcı etki sağlar.",beneficial,"helianthus annuus (sunflower) seed oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besle",caution,Gözenekleri tıkayabilir veya yağlanmayı artırabilir,neutral,,neutral,,neutral,,neutral,,neutral,
Helianthus Annuus (Sunflower) Seed Wax,helianthusannuussunflowerseedwax,1,0,0,0,0,0,0,,,manual_v2,0,Emollient,Bitkisel Vaks (Ayçiçeği),"Ayçiçeği tohumundan elde edilen doğal vaks; formülasyona yapı ve kıvam kazandırır, ciltte ince koruyucu tabaka oluşturarak nem kaybını önler.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Helianthus Annuus Hybrid Oil,helianthusannuushybridoil,1,0,0,0,0,0,0,,,top1000,74,Botanical Extract,Bitkisel Ekstrakt,"helianthus annuus hybrid oil, bitkisel kaynaklı aktif ekstrakt; antioksidan, yatıştırıcı veya besleyici özellikler taşıyabilir ve formülasyona doğal etkinlik katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Helianthus Annuus Seed Cera,helianthusannuusseedcera,1,0,0,0,0,0,0,,,top1000,27,Botanical Extract,Bitkisel Ekstrakt,"helianthus annuus seed cera, bitkisel kaynaklı aktif ekstrakt; antioksidan, yatıştırıcı veya besleyici özellikler taşıyabilir ve formülasyona doğal etkinlik katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Helianthus Annuus Seed Oil,helianthusannuusseedoil,2,-1,0,1,0,1,0,Dry and dehydrated skin,Oily,top1000,587,Oil / Lipid,Bitkisel Yağ,"helianthus annuus seed oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariyerini güçlendirir ve yumuşatıcı etki sağlar.",beneficial,"helianthus annuus seed oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariy",caution,Gözenekleri tıkayabilir veya yağlanmayı artırabilir,neutral,,neutral,,neutral,,neutral,,neutral,
Helianthus Annuus Seed Oil / Sunflower Seed Oil,helianthusannuusseedoilsunflowerseedoil,2,-1,0,1,0,1,0,Dry and dehydrated skin,Oily,top1000,48,Oil / Lipid,Bitkisel Yağ,"helianthus annuus seed oil / sunflower seed oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariyerini güçlendirir ve yumuşatıcı etki sağlar.",beneficial,"helianthus annuus seed oil / sunflower seed oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; ci",caution,Gözenekleri tıkayabilir veya yağlanmayı artırabilir,neutral,,neutral,,neutral,,neutral,,neutral,
Hexadimethrine Chloride,hexadimethrinechloride,0,0,0,0,0,0,0,,,top1000,45,Skincare Ingredient,Cilt Bakım Bileşeni,"hexadimethrine chloride, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Hexamethylindanopyran,hexamethylindanopyran,0,0,0,0,0,0,0,,,top1000,45,Skincare Ingredient,Cilt Bakım Bileşeni,"hexamethylindanopyran, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Hexyl Cinnamal,hexylcinnamal,0,0,0,0,-1,0,0,,Sensitive,top1000,1946,Fragrance Allergen,Koku Alerjeni,"hexyl cinnamal, kozmetik ürünlerde koku bileşeni olarak kullanılan ve AB mevzuatına göre etiketlenmesi zorunlu olan potansiyel alerjen; hassas ciltlerde alerjik reaksiyon, kızarıklık veya kontakt dermatit riski taşır.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Hexyl Laurate,hexyllaurate,1,0,0,0,0,0,0,Texture,,top1000,33,Emollient,Yumuşatıcı Ester,"hexyl laurate, yağ asidi esteri; cildi yumuşatır, formülasyona hafif ve pürüzsüz bir doku kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Hexyldecanol,hexyldecanol,1,0,0,0,0,0,0,Texture,,manual_v2,0,Emollient,Yumuşatıcı,"Uzun zincirli yağlı alkol; cildi yumuşatır, formülasyona hafif ve pürüzsüz bir doku kazandırır, diğer bileşenlerin cilde yayılmasını kolaylaştırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Hexyldecyl Laurate,hexyldecyllaurate,1,0,0,0,0,0,0,Texture,,manual_v2,0,Emollient,Yumuşatıcı Ester,"Hafif yapılı yumuşatıcı ester; ciltte yağsız ve ipeksi bir his bırakır, formülasyonun yayılabilirliğini artırır ve nem bariyerini destekler.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Hexyldecyl Stearate,hexyldecylstearate,1,0,0,0,0,0,0,,,manual_v2,0,Emollient,Yumuşatıcı Ester,"Uzun zincirli yumuşatıcı ester; ciltte zengin ve besleyici bir his bırakır, nem bariyerini destekler ve formülasyona kremsi doku kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Hexylene Glycol,hexyleneglycol,2,0,0,0,0,0,0,Dry and dehydrated skin,,top1000,332,Humectant,Nemlendirici,"hexylene glycol, nemlendirici özellikli bileşen; ciltte nem tutarak hidrasyonu artırır ve kuruluğa bağlı gerginlik hissini azaltır.",beneficial,"hexylene glycol, nemlendirici özellikli bileşen; ciltte nem tutarak hidrasyonu artırır ve kuruluğa bağlı gerginlik hissi",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Hippophae Rhamnoides Fruit Extract,hippophaerhamnoidesfruitextract,2,0,0,1,1,2,0,Dry and dehydrated skin|Radiance|Fine Lines|Impaired skin barrier,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Yabani İğde / Sea Buckthorn),"Yabani iğde meyvesinden elde edilen süper antioksidan ekstrakt; C, E, A vitaminleri ve omega yağ asitleri bakımından olağanüstü zengin olup cildi besler, onarır, aydınlatır ve çevresel hasara karşı güçlü koruma sağlar.",beneficial,"Yabani iğde meyvesinden elde edilen süper antioksidan ekstrakt; C, E, A vitaminleri ve omega yağ asitleri bakımından ola",neutral,,neutral,,neutral,,neutral,,beneficial,"Yabani iğde meyvesinden elde edilen süper antioksidan ekstrakt; C, E, A vitaminleri ve omega yağ asitleri bakımından ola",neutral,
Histidine,histidine,1,0,0,0,0,0,0,Dry and dehydrated skin,,top1000,84,Skincare Ingredient,Amino Asit / Protein,"histidine, cildin yapısal proteinlerini ve doğal nem faktörünü destekleyen amino asit veya protein bileşeni; nem tutmaya ve bariyer fonksiyonuna katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Homosalate,homosalate,0,0,0,0,0,0,-1,UV Protection,Pregnancy,manual_v2,96,Sunscreen Agent,Kimyasal Güneş Filtresi,UVB ışınlarını emen kimyasal güneş filtresi; diğer filtrelerle kombinasyon halinde kullanılarak geniş spektrumlu koruma sağlanmasına yardımcı olur.,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,caution,"Hamilelikte kullanımı önerilmez, doktorunuza danışın"
Houttuynia Cordata Extract,houttuyniacordataextract,0,2,1,0,1,0,0,Acne|Redness|Impaired skin barrier,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Bukalemun Bitkisi),"Doğu Asya'ya özgü bukalemun bitkisinden elde edilen güçlü aktif; antibakteriyel, antiviral ve anti-inflamatuar özellikler taşır, akneyi yatıştırır, gözenekleri temizler ve cildin doğal savunmasını güçlendirir.",neutral,,beneficial,"Doğu Asya'ya özgü bukalemun bitkisinden elde edilen güçlü aktif; antibakteriyel, antiviral ve anti-inflamatuar özellikle",neutral,,neutral,,neutral,,neutral,,neutral,
Hyaluronic Acid,hyaluronicacid,3,1,2,2,2,3,0,Dry and dehydrated skin|Fine Lines|Wrinkles|Impaired skin barrier|Anyone,,manual_v2,57,Humectant,Nemlendirici (Hyalüronik Asit),"Ağırlığının 1000 katına kadar su tutabilen güçlü polisakkarit; cildin tüm katmanlarında nem depolamayı sağlar, dolgunluk kazandırır ve ince çizgilerin görünümünü azaltır.",beneficial,"Ağırlığının 1000 katına kadar su tutabilen güçlü polisakkarit; cildin tüm katmanlarında nem depolamayı sağlar, dolgunluk",neutral,,beneficial,"Ağırlığının 1000 katına kadar su tutabilen güçlü polisakkarit; cildin tüm katmanlarında nem depolamayı sağlar, dolgunluk",beneficial,"Ağırlığının 1000 katına kadar su tutabilen güçlü polisakkarit; cildin tüm katmanlarında nem depolamayı sağlar, dolgunluk",beneficial,"Ağırlığının 1000 katına kadar su tutabilen güçlü polisakkarit; cildin tüm katmanlarında nem depolamayı sağlar, dolgunluk",beneficial,"Ağırlığının 1000 katına kadar su tutabilen güçlü polisakkarit; cildin tüm katmanlarında nem depolamayı sağlar, dolgunluk",neutral,
Hydrated Silica,hydratedsilica,0,1,0,0,0,0,0,,,top1000,918,Mineral,Mineral,"hydrated silica, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Hydrochloric Acid,hydrochloricacid,0,0,0,0,0,0,0,,,top1000,69,Skincare Ingredient,pH Düzenleyici,"hydrochloric acid, formülasyonun pH değerini ayarlayarak aktif bileşenlerin optimum etkinliğini ve ürünün cilt uyumluluğunu sağlar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Hydrogen Peroxide,hydrogenperoxide,0,0,0,0,0,0,0,,,top1000,106,Skincare Ingredient,Cilt Bakım Bileşeni,"hydrogen peroxide, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Hydrogenated Castor Oil,hydrogenatedcastoroil,2,-1,0,1,0,1,0,Dry and dehydrated skin,Oily,top1000,280,Oil / Lipid,Bitkisel Yağ,"hydrogenated castor oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariyerini güçlendirir ve yumuşatıcı etki sağlar.",beneficial,"hydrogenated castor oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariyeri",caution,Gözenekleri tıkayabilir veya yağlanmayı artırabilir,neutral,,neutral,,neutral,,neutral,,neutral,
Hydrogenated Coco-Glycerides,hydrogenatedcocoglycerides,0,0,0,0,0,0,0,,,top1000,100,Skincare Ingredient,Cilt Bakım Bileşeni,"hydrogenated coco-glycerides, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
